disasterNumber,damagedCity,damagedStateAbbreviation,damagedZipCode,householdComposition,grossIncome,specialNeeds,ownRent,residenceType,homeOwnersInsurance,floodInsurance,inspected,rpfvl,habitabilityRepairsRequired,destroyed,waterLevel,highWaterLocation,floodDamage,foundationDamage,foundationDamageAmount,roofDamage,roofDamageAmount,tsaEligible,tsaCheckedIn,rentalAssistanceEligible,rentalAssistanceAmount,repairAssistanceEligible,repairAmount,replacementAssistanceEligible,replacementAmount,sbaEligible,renterDamageLevel,rentalAssistanceEndDate,rentalResourceCity,rentalResourceStateAbbreviation,rentalResourceZipCode,primaryResidence,personalPropertyEligible,ppfvl,censusBlockId,id,censusYear
4611,LULING,LA,70070.0,2,30000.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,300.0,220890631004019.0,c5b1d607-a810-4759-b2bf-2c4f1eebb328,2020.0
4339,CABO ROJO,PR,623.0,2,34000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,1,,,,,,1.0,0,,720238302002017.0,3f0f74bc-646c-4640-98ce-487365088ac5,2010.0
4337,OCALA,FL,34470.0,4,8820.0,1,Renter,Apartment,0,0,1,,,0,0.0,,0,0,,0,,1,1,0,,0,,0,,0,,,,,,1.0,0,0.0,120830020021006.0,8436dc8d-a097-4ab5-8a78-2a91abdb7d97,2010.0
4337,ORLANDO,FL,32837.0,1,,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120950170081009.0,6c457ad0-9f90-4608-8c6b-b45b6cbae122,2010.0
4337,HAWTHORNE,FL,32640.0,2,22000.0,0,Owner,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,121079505005008.0,3bc4f066-edad-443d-82b2-30a570bd5cbf,2010.0
4339,CAGUAS,PR,725.0,4,16272.0,0,Owner,Other,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,0.0,0,,720252027013003.0,77d664b5-dfbd-42bc-acc2-b62715e3018b,2010.0
4337,OVIEDO,FL,32765.0,1,90000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,121170213203004.0,543c90e7-976a-4a76-8f48-89550b1a11c9,2010.0
4611,SPRINGFIELD,LA,70462.0,1,110000.0,0,Unknown,Condo,1,1,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,0.0,0,0.0,220630409062004.0,14ad1c92-fce0-44f5-9e8b-73edcf648dc2,2020.0
4332,SPRING,TX,77373.0,5,49000.0,0,Renter,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,482012414002019.0,f81cd375-88cb-4626-b594-aaf53dd89859,2010.0
4337,DE LAND,FL,32720.0,2,5000.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,121270907023000.0,43296a87-fe82-4c6c-b56a-9c95631914c0,2010.0
4337,WESTON,FL,33326.0,1,20470.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,0.0,0,,120110703222011.0,246ec250-1a14-4fb8-9285-4ac3fd99bce2,2010.0
4332,NEDERLAND,TX,77627.0,6,130000.0,0,Owner,House/Duplex,1,1,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,482450112014002.0,aa0be460-b978-4917-9770-31a91613f3cc,2010.0
4337,MIAMI,FL,33138.0,3,,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,120860014021008.0,d2132446-6a0d-421b-96cb-ff06c9b73de1,2010.0
4339,BAYAMON,PR,959.0,1,40200.0,0,Owner,Condo,1,0,0,,,0,,,0,0,,0,,1,0,1,553.0,0,,0,,0,,,,,,1.0,0,,720210310133000.0,6911a6f3-1ff2-4317-bfff-6d7ca5a7d57e,2010.0
4332,SANDIA,TX,78383.0,1,24000.0,0,Owner,Mobile Home,0,0,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,482979504002023.0,25e2dbe4-2ab1-42f2-ad09-fe24e21e30a2,2010.0
4337,MIAMI,FL,33169.0,2,10000.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120860004141012.0,5b20d9e0-dd14-4d60-8b1b-5c44f03c5c6d,2010.0
4332,HOUSTON,TX,77021.0,4,3600.0,0,Owner,House/Duplex,0,0,1,22.28,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,482013136002010.0,d04d2dc9-fcbf-4d94-977b-edc546faeb7f,2010.0
4339,PONCE,PR,731.0,1,36000.0,0,Owner,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,0.0,0,,721130727011024.0,4fc3be1a-29bb-4334-a3c8-cdb09de470ee,2010.0
4337,TAMPA,FL,33615.0,1,19240.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,1,1014.0,0,,0,,0,,,,,,1.0,0,,120570116152000.0,facf1d84-df84-4dde-a082-d23ce1ecb707,2010.0
4332,HOUSTON,TX,77021.0,3,20000.0,0,Owner,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,482013134001023.0,9a1017dd-a2cf-41b4-8804-7b7df251a8bd,2010.0
4559,LAKE CHARLES,LA,70601.0,1,24000.0,1,Owner,House/Duplex,1,1,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,220190009001020.0,68312053-68c5-409b-aa5f-eacaccad5525,2020.0
4332,HOUSTON,TX,77016.0,2,,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,482012314001009.0,afdbf218-f490-401d-992b-0187598f294c,2010.0
4611,NEW ORLEANS,LA,70125.0,1,9600.0,0,Renter,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,0,0,1,1061.0,0,,0,,0,,,,,,1.0,0,0.0,220710094001016.0,7541acca-96be-433b-828c-1b9ddec6ebe3,2020.0
4339,CAYEY,PR,736.0,2,3500.0,0,Renter,Apartment,0,0,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,720352609021019.0,1ae3812f-67bb-4f5e-b260-519959716fc7,2010.0
4339,TOA ALTA,PR,953.0,3,37200.0,0,Renter,Townhouse,0,0,0,,,0,,,0,0,,0,,1,0,1,553.0,0,,0,,0,,,,,,1.0,0,,721355102004018.0,1903bbb8-5712-427b-a002-2d6156ee8c32,2010.0
4337,ORLANDO,FL,32817.0,1,28000.0,0,Renter,Apartment,0,0,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120950164111000.0,e2d97721-c2e2-4d19-a325-760153f9ef97,2010.0
4339,AGUADILLA,PR,603.0,3,17000.0,0,Renter,Apartment,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,1,374.0,0,,0,,0,,,,,,1.0,1,386.49,720054013023017.0,9f345fdf-665d-4dff-ad71-284a218f3275,2010.0
4337,HOLLYWOOD,FL,33020.0,3,22880.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120110904032007.0,4eede341-2045-4f68-ab67-d7533c9febd5,2010.0
4339,SALINAS,PR,751.0,1,36000.0,0,Owner,Townhouse,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,721239530002019.0,467bc520-4241-4805-8972-d87ff357a494,2010.0
4611,NEW ORLEANS,LA,70125.0,3,15000.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,220710112001006.0,b579c02e-558f-4f01-89bd-a294fc49da3c,2020.0
4611,BATON ROUGE,LA,70811.0,1,48000.0,0,Owner,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,220330032022008.0,7af2de31-68e4-40da-9428-f22a59f79912,2020.0
4337,IMMOKALEE,FL,34142.0,3,40000.0,0,Owner,House/Duplex,1,0,1,499.5,1.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120210112041014.0,86fb2557-7593-4f74-aa1f-4f729fd46e1d,2010.0
4337,NEW PORT RICHEY,FL,34653.0,1,5000.0,0,Renter,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,1,1,0,,0,,0,,0,,,,,,1.0,0,0.0,121010317052000.0,f66e40aa-ae07-46fb-b0bf-cb83aa4bede0,2010.0
4337,JACKSONVILLE,FL,32210.0,1,,0,Renter,Apartment,0,0,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120310134032014.0,042bc111-597f-467a-bbed-99a6cf837799,2010.0
4332,HOUSTON,TX,77087.0,3,15228.0,0,Owner,House/Duplex,1,1,1,17739.32,1.0,0,3.0,,1,0,,0,,0,0,1,2912.0,0,,0,,0,,,,,,1.0,0,0.0,482013328001022.0,866fefd8-1f3d-4ef4-93cf-32cc49d06a1c,2010.0
4337,PINELLAS PARK,FL,33781.0,1,15000.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,121030249062024.0,d4aacaf0-16fc-4f6c-9ddc-e9aaf4486d43,2010.0
4339,CAGUAS,PR,725.0,4,,0,Renter,Apartment,0,0,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,720252016002013.0,e263f888-7749-4d68-9f1c-6bcf38909fb3,2010.0
4332,CORPUS CHRISTI,TX,78418.0,1,,0,Renter,Mobile Home,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,483550030012004.0,39ce22d3-0245-4148-a84b-be0aaeb5da5c,2010.0
4337,PORT CHARLOTTE,FL,33981.0,1,,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,120150305011302.0,1975e12a-a46f-4dd2-bcd5-839cc36fa859,2010.0
4339,CAGUAS,PR,725.0,4,7488.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,1,2874.86,720252027013003.0,c1b100cc-37da-43cf-a1cc-051affee8cc6,2010.0
4339,YAUCO,PR,698.0,1,17000.0,0,Owner,Townhouse,0,0,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,721537501021002.0,4859cdee-e5f5-4239-a05a-f97ee3248abb,2010.0
4559,SPEARSVILLE,LA,71277.0,3,65000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,221119602001053.0,8d8156b5-e3f7-48ff-9651-3392dab569d5,2020.0
4337,LAKE MARY,FL,32746.0,6,17591.0,0,Owner,House/Duplex,1,0,1,2164.5,1.0,0,1.0,,1,0,,0,,0,0,0,,1,1665.0,0,,0,,,,,,1.0,0,0.0,121170208061033.0,30a255d1-59b7-4abc-9ff1-cb91c0376106,2010.0
4337,MIAMI,FL,33155.0,4,35000.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,120860077024025.0,524ee9cb-b966-41f5-9640-bb6b9bdf88fc,2010.0
4611,KENNER,LA,70065.0,1,24000.0,0,Renter,House/Duplex,0,1,0,,,0,,,0,0,,0,,1,1,0,,0,,0,,0,,,,,,1.0,0,,220510205063019.0,fa42a69c-8c95-4f71-bd47-e8921ce55bde,2020.0
4393,HAVELOCK,NC,28532.0,1,29640.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,370499613022004.0,8b320d34-7145-4d50-887d-b83caf63c93d,2010.0
4559,WELSH,LA,70591.0,1,0.0,0,Owner,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,220530003001151.0,79fb6fd0-90c4-4444-9ef8-47be2d2cb601,2020.0
4339,CAROLINA,PR,985.0,2,24000.0,0,Owner,Townhouse,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,720310506001016.0,b982bd5c-b368-4a1d-be14-bf41d725ea01,2010.0
4339,TRU ALTO,PR,977.0,1,15000.0,0,Owner,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,721390602112007.0,b519ad60-3f54-4896-8940-f9bf30dbb9ac,2010.0
4337,MIAMI,FL,33147.0,3,,0,Renter,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120860010033016.0,62d56cce-b5b4-4a19-96bf-a710c7f38ccf,2010.0
4337,MIAMI,FL,33137.0,1,,0,Renter,Apartment,0,0,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120860057042012.0,02704a0a-fd5a-4f46-a4c4-3b21d748b465,2010.0
4337,ORLANDO,FL,32818.0,1,20000.0,0,Owner,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,120950149061011.0,9d7cdd46-8666-4f32-b79d-0d3a2bdff7a7,2010.0
4337,KEY LARGO,FL,33037.0,2,110000.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120879705003040.0,577187a4-b8a5-438f-a2e8-eb5652ed25fc,2010.0
4337,JACKSONVILLE,FL,32277.0,1,15000.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,120310148003008.0,7d41dc78-a350-4bdf-ae58-50e4841d2873,2010.0
4337,LIVE OAK,FL,32064.0,2,5940.0,0,Owner,Mobile Home,0,0,1,499.5,1.0,0,0.0,,0,0,,0,,0,0,0,,1,499.5,0,,0,,,,,,1.0,0,0.0,121219702003024.0,2ac2e7fd-2f46-4b78-9522-91735ff5e46c,2010.0
4337,FORT MYERS,FL,33967.0,2,,0,Renter,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120710502092020.0,061890ce-dce1-4c10-9751-6267c39d5128,2010.0
4332,BEAUMONT,TX,77703.0,3,,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,482450006006003.0,003d92a1-8059-438c-b59c-939657a25073,2010.0
4332,HOUSTON,TX,77028.0,1,65000.0,0,Renter,Other,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,0.0,0,,482012311001083.0,3f1b94b8-5960-403b-bf19-08788896f5a4,2010.0
4337,MIAMI,FL,33186.0,1,,0,Owner,Condo,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120860188001000.0,efd973ae-3dd9-4d5f-b564-450bd37b893f,2010.0
4337,MIAMI,FL,33168.0,5,96000.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120860004135011.0,e1b37b78-6d49-465a-9780-3e833ee09d8b,2010.0
4339,DORADO,PR,646.0,3,31000.0,0,Owner,Townhouse,1,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,1,,,,,,1.0,0,,720515405003006.0,72177a91-c909-4fae-aed9-acf93d1d2bfc,2010.0
4332,KATY,TX,77449.0,1,18000.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,482015429001011.0,3955fbfe-e40b-4695-92f8-cdd5302837ff,2010.0
4339,AGUAS BUENAS,PR,703.0,2,10800.0,0,Renter,House/Duplex,0,0,1,,1.0,0,0.0,,0,0,,0,,1,0,1,1106.0,0,,0,,0,Renter-Major Damage(Renter No Cost),,,,,1.0,1,1429.76,720072302001016.0,e740755b-0c75-4165-9c45-844564199fba,2010.0
4339,MAYAGUEZ PR,PR,680.0,2,18000.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,720970819004022.0,a2138597-949b-4de9-819c-2a37309d821b,2010.0
4332,HOUSTON,TX,77020.0,2,40000.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,482012113005051.0,c65b2ef2-ba19-445b-a08b-78b021ecdf4c,2010.0
4339,PENUELAS,PR,624.0,1,75000.0,0,Owner,Townhouse,0,1,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,721117302001087.0,7159997b-74da-498c-903f-38f5960491e4,2010.0
4559,OAKDALE,LA,71463.0,5,2656.0,0,Owner,House/Duplex,1,1,1,6814.92,1.0,0,0.0,,0,0,,0,,0,0,0,,1,5458.92,0,,0,,,,,,1.0,0,0.0,220039503001015.0,7b7460ae-f9dc-4931-a897-10c8874c67cf,2020.0
4337,TARPON SPRINGS,FL,34689.0,4,10368.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,121030274021030.0,4c026015-046a-4ac5-a041-987bb00aa32a,2010.0
4332,SPURGER,TX,77660.0,2,54080.0,0,Owner,House/Duplex,0,0,1,855.68,1.0,0,4.0,,1,0,,1,30.9,0,0,0,,1,855.68,0,,1,,,,,,1.0,0,0.0,484579504004050.0,285c9ec0-903a-4159-a4cc-f46f8fdcba5b,2010.0
4559,LAKE CHARLES,LA,70611.0,1,25000.0,0,Owner,Mobile Home,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,,fdbb197d-7397-46af-8ac2-041044c51e1e,
4339,GUAYNABO,PR,971.0,4,20000.0,0,Owner,House/Duplex,0,0,1,14552.94,1.0,0,0.0,,0,0,,1,1882.0,1,0,1,1486.0,1,14552.94,0,,1,,,,,,1.0,1,5237.58,720610407001026.0,f4aac940-6e6c-489a-b928-a0c833de1088,2010.0
4586,ODESSA,TX,79763.0,3,43000.0,0,Owner,Mobile Home,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,481350028043007.0,3fdf763d-34a2-43ca-a03c-928477e29336,2020.0
4337,MIAMI,FL,33187.0,4,33000.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,120860198003041.0,aa4a330d-7c89-48f0-8b34-6b97c978525e,2010.0
4332,BEAUMONT,TX,77713.0,2,71003.0,0,Renter,House/Duplex,0,0,1,,1.0,0,56.0,,1,0,,0,,1,0,1,1370.0,0,,0,,1,Renter-Major Damage(Renter No Cost),,,,,1.0,0,4160.09,482450001012007.0,aebb2bf2-da32-4dc9-a977-c3b0389a5910,2010.0
4337,KEY WEST,FL,33040.0,4,130000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,1,0,1,1682.0,0,,0,,0,,,,,,1.0,0,,120879719001018.0,6e18a15d-0aa7-4e07-ba98-b32aca125ce7,2010.0
4339,CIDRA,PR,739.0,2,4000.0,0,Owner,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,720412405003016.0,c8e8eeef-98c1-485c-b873-ff5c4cd0709e,2010.0
4611,GEISMAR,LA,70734.0,1,,0,Renter,Apartment,0,0,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,220050303013007.0,97015085-a961-46eb-9de5-1d8472e4f289,2020.0
4337,ORLANDO,FL,32810.0,3,,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,1,1002.0,0,,0,,0,,,,,,1.0,0,,120950151041009.0,72184596-34ea-417c-b615-85c91595686b,2010.0
4337,MELBOURNE,FL,32934.0,1,,0,Renter,Mobile Home,0,0,1,,1.0,0,9.0,,1,0,,0,,0,0,0,,0,,0,,0,Renter-Major Damage(Renter No Cost),,,,,1.0,0,0.0,120090646021007.0,96f1224c-3eb1-485b-8e5e-254d702c2b24,2010.0
4332,CLUTE,TX,77531.0,1,26000.0,0,Renter,Other,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,0.0,0,,480396639001014.0,6951cb36-8320-441f-aca1-c9e923825acf,2010.0
4393,HAVELOCK,NC,28532.0,2,48000.0,0,Renter,Apartment,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,370499612012048.0,fa6c4049-9037-4178-bab5-cea447e6c789,2010.0
4332,LEAGUE CITY,TX,77573.0,1,12400.0,0,Owner,Travel Trailer,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,481677205022047.0,d974e205-6c82-481f-823e-8243000cc8b8,2010.0
4337,MIAMI,FL,33147.0,1,40000.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,1,0,1,1295.0,0,,0,,0,,,,,,1.0,0,,120860004082000.0,72a15a50-f945-419f-8729-9b44a70199a7,2010.0
4337,SARASOTA,FL,34241.0,2,24000.0,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,121150014022001.0,1d8cf143-7495-482d-b38a-0d542cdc57b1,2010.0
4337,MIAMI GARDENS,FL,33169.0,3,10560.0,0,Renter,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120860099051005.0,3833c5c5-4576-481e-91db-78b97c1e3dc4,2010.0
4332,ANAHUAC,TX,77514.0,1,8500.0,0,Renter,Travel Trailer,0,0,1,0.0,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,1,567.75,480717103003049.0,b593a250-55ab-4cb3-92ea-839b7298ec1b,2010.0
4337,NAPLES,FL,34112.0,2,9152450.0,0,Renter,House/Duplex,0,0,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,120210105091000.0,463edaee-a57c-4b8c-b4a5-6ede8f81ddc7,2010.0
4586,HOUSTON,TX,77021.0,1,60881.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,0.0,0,,482013134001000.0,dc928e0c-82ff-4fd8-98f9-48e1d5ad07d4,2020.0
4586,HITCHCOCK,TX,77563.0,1,130000.0,0,Owner,House/Duplex,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,481677232002012.0,633aee7c-d3de-48c3-bb35-7f41432cbbb2,2020.0
4337,BRADENTON,FL,34208.0,2,,0,Renter,Other,0,0,0,,,0,,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,,120810020033009.0,fb492440-19f4-45f2-9865-9b5facc91d4b,2010.0
4337,DORAL,FL,33178.0,1,30000.0,0,Renter,Other,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120860090362056.0,d55b4a5e-51bd-4393-8050-660604c54b56,2010.0
4339,GUAYAMA,PR,784.0,1,,0,Renter,House/Duplex,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,114.98,720572701004018.0,ec10b714-ac02-4cb7-803f-8d357cb2ff68,2010.0
4337,BOCA RATON,FL,33428.0,7,15838.0,0,Owner,House/Duplex,1,1,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120990077313004.0,9a497405-a6b3-4b41-be66-a8f117bb39e6,2010.0
4332,CYPRESS,TX,77429.0,1,33000.0,0,Renter,Apartment,0,0,1,,,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,0,0.0,482015543021005.0,d76c42d7-d21e-485e-83be-d7b55d9a266c,2010.0
4559,LAKE CHARLES,LA,70607.0,2,,0,Owner,House/Duplex,1,0,1,3943.14,1.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,0.0,220190013012008.0,3e88cb99-9d46-4a4c-bcb0-63c81a84fa8b,2020.0
4611,BOGALUSA,LA,70427.0,5,16908.0,0,Renter,House/Duplex,0,0,1,,1.0,0,0.0,,0,0,,0,,0,0,1,2302.0,0,,0,,0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,0,0.0,221179509001029.0,63f6f5bb-a647-481c-9232-1f4903db81e2,2020.0
4586,PFLUGERVILLE,TX,78660.0,6,3000.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,484530446002013.0,2048f114-afbe-4ca2-b208-351722700c88,2020.0
4586,PFLUGERVILLE,TX,78660.0,6,34000.0,0,Renter,House/Duplex,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,484530446002026.0,96935b29-bed2-4422-926a-431eeb62116d,2020.0
4586,DALLAS,TX,75287.0,2,9468.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,481210216373003.0,605b9939-94f1-4cdd-aae2-f27ec228d475,2020.0
4339,RIO GRANDE,PR,745.0,3,,0,Owner,House/Duplex,0,0,1,285.63,1.0,0,0.0,,0,0,,0,,1,0,0,,1,285.63,0,,0,,,,,,1.0,0,1174.58,721191306022027.0,a3cf739f-31c2-4f2b-857c-504c2b92a9da,2010.0
4399,TALLAHASSEE,FL,32301.0,4,20000.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120730010012006.0,48ff5e72-fdaa-46ee-a147-44f6185fb74a,2010.0
4339,MAYAGUEZ,PR,680.0,3,3780.0,0,Renter,Apartment,0,0,1,,0.0,0,0.0,,0,0,,0,,1,0,0,,0,,0,,0,,,,,,1.0,1,381.78,720970821042001.0,e495c765-76b1-40b6-bc84-efe6fa2443fd,2010.0
4559,BELL CITY,LA,70630.0,3,25000.0,0,Owner,Mobile Home,1,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,220190020021077.0,903350e1-16f0-4777-9d10-ba4c089d9c6b,2020.0
4332,BEAUMONT,TX,77703.0,1,18876.0,0,Owner,House/Duplex,0,0,1,893.2,0.0,0,0.0,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,249.99,482450007002005.0,7eda2ed7-623f-4ab5-b9ba-974308504e6f,2010.0
4337,SILVER SPRINGS,FL,34488.0,1,32000.0,0,Renter,Apartment,0,0,0,,,0,,,0,0,,0,,0,0,0,,0,,0,,0,,,,,,1.0,0,,120830014023009.0,bd88857b-e0e7-4177-9e2c-8110fd86e28a,2010.0
